ax,ay,az,gx,gy,gz,label
-0.14,0.95,-0.47,13.61,7.1,4.01,bad
-0.13,0.97,-0.53,11.61,7.68,0.7,bad
-0.11,0.92,-0.56,17.59,7.79,1.43,bad
-0.11,0.9,-0.6,10.38,3.69,0.98,bad
-0.1,0.89,-0.63,5.48,2.87,1.85,bad
-0.1,0.89,-0.64,1.95,0.89,-0.02,bad
-0.12,0.87,-0.66,8.95,4.85,1.92,bad
-0.09,0.86,-0.67,7.95,1.59,0.13,bad
-0.07,0.86,-0.67,0.21,1.53,-0.6,bad
-0.08,0.86,-0.69,3.51,1.82,-1.08,bad
-0.08,0.85,-0.7,3.21,1.55,0.86,bad
-0.05,0.82,-0.66,-7.75,13.7,1.67,bad
-0.04,0.85,-0.71,8.07,1.2,2.96,bad
-0.01,0.85,-0.73,2.45,-0.67,0.44,bad
-0.03,0.86,-0.78,-10.19,-1.52,-3.72,bad
-0.03,0.86,-0.69,-2.68,-2.31,-2.07,bad
-0.05,0.86,-0.69,-6.43,-8.03,-3.2,bad
-0.09,0.86,-0.64,-10.13,-4.79,-4.29,bad
-0.11,0.84,-0.62,-1.31,-0.31,-1.12,bad
-0.08,0.86,-0.66,4.79,-0.74,2.69,bad
-0.06,0.89,-0.66,-1.54,-1.25,-0.46,bad
-0.08,0.89,-0.62,-14.98,-8.69,-6.0,bad
-0.12,0.92,-0.61,-25.78,-13.55,-9.07,bad
-0.16,0.95,-0.43,-32.44,-13.44,-7.55,bad
-0.19,0.98,-0.29,-23.85,-2.82,-8.07,bad
-0.23,0.96,-0.21,-6.11,-4.87,-4.88,bad
-0.24,0.96,-0.22,-3.92,-5.8,-2.75,bad
-0.26,0.99,-0.24,-7.34,-4.86,-1.22,bad
-0.27,0.98,-0.19,-6.28,0.44,-1.3,bad
-0.19,0.96,-0.18,0.58,3.25,-1.69,bad
-0.26,0.97,-0.2,-1.28,2.07,-0.44,bad
-0.24,0.97,-0.13,-12.97,-4.44,-7.04,bad
-0.27,0.95,-0.1,-1.2,-0.72,-2.06,bad
-0.28,0.97,-0.11,2.91,5.27,-1.32,bad
-0.29,0.94,-0.08,0.29,2.6,2.24,bad
-0.27,0.94,-0.1,6.1,1.57,2.76,bad
-0.27,0.96,-0.13,4.4,-2.59,0.0,bad
-0.27,1.02,-0.14,9.34,0.68,2.02,bad
-0.23,1.01,-0.19,11.03,3.21,0.1,bad
-0.25,0.95,-0.18,-1.52,-1.26,-1.66,bad
-0.27,0.97,-0.16,-1.7,-2.14,-0.98,bad
-0.25,0.99,-0.15,0.79,0.17,-0.76,bad
-0.27,0.95,-0.16,-1.08,-2.31,-5.43,bad
-0.27,0.93,-0.11,-2.62,-1.94,-1.79,bad
-0.29,0.94,-0.13,0.83,-0.88,-0.82,bad
-0.28,0.98,-0.13,2.72,5.19,1.71,bad
-0.25,0.9,-0.11,0.58,5.74,5.29,bad
-0.25,0.98,-0.19,4.89,3.27,3.27,bad
-0.26,1.02,-0.2,-8.87,-3.95,-2.21,bad
-0.25,0.99,-0.14,-14.34,-4.33,-3.37,bad
-0.27,0.95,-0.09,-11.03,-4.71,-1.12,bad
-0.24,0.93,-0.06,3.56,0.37,0.02,bad
-0.26,0.93,-0.08,6.02,0.44,1.02,bad
-0.23,1.0,-0.13,24.76,10.11,8.81,bad
-0.2,1.08,-0.29,23.46,8.89,6.13,bad
-0.18,1.05,-0.29,8.1,3.04,1.23,bad
-0.2,0.97,-0.28,6.47,-0.31,0.86,bad
-0.19,0.97,-0.3,6.4,-4.17,0.93,bad
-0.16,0.96,-0.3,-11.15,-5.01,-2.24,bad
-0.2,0.94,-0.21,-9.54,0.05,-0.8,bad
-0.21,0.96,-0.17,0.53,-1.44,0.49,bad
-0.21,0.98,-0.18,-3.74,-2.47,-1.78,bad
-0.21,1.0,-0.19,-10.03,-3.16,-3.89,bad
-0.24,0.98,-0.1,-11.86,-4.74,-4.93,bad
-0.25,0.98,-0.05,-4.77,-2.34,-2.17,bad
-0.24,1.0,-0.06,0.53,1.4,-1.16,bad
-0.24,0.94,-0.07,13.3,4.03,2.65,bad
-0.22,0.97,-0.12,16.01,3.15,2.11,bad
-0.22,1.02,-0.18,4.74,3.0,1.76,bad
-0.21,0.96,-0.17,7.4,6.98,-0.25,bad
-0.23,0.98,-0.25,13.39,3.77,3.42,bad
-0.22,1.01,-0.32,7.09,4.02,0.97,bad
-0.22,0.98,-0.32,-2.44,-0.23,0.12,bad
-0.21,0.95,-0.29,-0.66,3.02,-1.25,bad
-0.19,0.96,-0.39,25.17,6.09,5.34,bad
-0.19,0.94,-0.52,26.65,8.88,4.76,bad
-0.13,0.94,-0.6,12.26,4.21,1.74,bad
-0.13,0.9,-0.6,1.72,-0.41,1.13,bad
-0.15,0.89,-0.59,1.59,1.73,1.05,bad
-0.12,0.91,-0.57,3.24,3.31,-1.31,bad
-0.11,0.9,-0.61,8.8,4.33,-0.91,bad
-0.09,0.86,-0.63,9.87,5.89,2.49,bad
-0.1,0.87,-0.65,4.04,3.01,2.83,bad
-0.08,0.88,-0.67,2.24,3.06,1.37,bad
-0.08,0.86,-0.67,0.95,2.5,1.08,bad
-0.07,0.87,-0.68,-6.24,-3.31,-1.01,bad
-0.07,0.83,-0.64,-1.76,-0.47,1.0,bad
-0.07,0.85,-0.71,9.32,4.31,2.7,bad
-0.04,0.86,-0.72,3.92,0.14,1.21,bad
-0.03,0.87,-0.73,-1.36,-1.05,0.25,bad
-0.05,0.86,-0.69,-2.43,-3.01,-2.43,bad
-0.05,0.88,-0.7,-10.18,-1.89,-3.57,bad
-0.06,0.91,-0.71,-20.28,-5.25,-3.61,bad
-0.06,0.92,-0.62,-4.15,3.08,0.73,bad
-0.07,0.89,-0.61,-13.31,-2.15,-4.34,bad
-0.08,0.9,-0.58,-8.62,-5.85,-2.06,bad
-0.07,0.95,-0.52,-13.36,-4.27,-3.53,bad
-0.1,0.96,-0.48,-4.57,-3.54,-1.6,bad
-0.15,0.95,-0.51,-5.24,1.67,-1.64,bad
-0.15,0.98,-0.46,-18.85,-5.34,-3.39,bad
-0.18,0.96,-0.32,-23.55,-1.76,-6.37,bad
-0.2,1.01,-0.31,-8.31,-6.34,-6.02,bad
-0.17,0.95,-0.3,-37.34,-25.18,-8.89,bad
-0.22,0.98,-0.24,-12.53,-12.66,-5.92,bad
-0.21,0.97,-0.13,-9.52,-2.97,-1.99,bad
-0.26,1.02,-0.14,-3.69,-1.28,-1.47,bad
-0.24,1.0,-0.13,-10.53,-3.92,-2.4,bad
-0.26,0.93,-0.07,-8.37,-3.59,-3.62,bad
-0.24,0.95,-0.06,2.02,-0.6,-1.38,bad
-0.26,0.96,-0.1,4.03,0.7,-1.92,bad
-0.28,0.91,-0.07,-17.02,-5.3,-5.7,bad
-0.31,0.91,0.09,-15.3,-6.69,-3.18,bad
-0.3,0.92,0.03,-0.49,0.27,-1.21,bad
-0.31,0.96,0.05,-3.93,-1.53,-0.72,bad
-0.3,0.95,0.07,-2.58,-0.93,-0.92,bad
-0.29,0.91,0.06,4.2,1.71,0.93,bad
-0.25,0.98,0.01,10.5,2.73,1.76,bad
-0.27,0.96,-0.01,0.82,2.05,0.32,bad
-0.25,0.93,0.01,2.41,-1.19,1.49,bad
-0.27,0.9,0.02,15.75,5.46,1.26,bad
-0.28,0.97,-0.14,22.27,11.53,4.13,bad
-0.24,1.01,-0.18,6.08,3.27,2.29,bad
-0.26,0.97,-0.14,-1.35,-6.71,1.31,bad
-0.22,0.97,-0.12,-0.93,0.98,0.02,bad
-0.26,1.02,-0.17,23.69,1.72,6.42,bad
-0.23,1.02,-0.24,7.0,4.39,2.3,bad
-0.22,0.99,-0.23,2.56,4.82,2.44,bad
-0.21,0.96,-0.25,10.65,6.17,2.41,bad
-0.2,0.96,-0.31,13.25,4.51,0.1,bad
-0.18,0.97,-0.35,4.4,-0.34,-0.4,bad
-0.2,0.98,-0.35,-5.46,-1.64,-1.12,bad
-0.2,0.96,-0.27,-14.69,-5.92,-4.15,bad
-0.21,0.91,-0.18,-8.47,-3.76,-0.04,bad
-0.22,0.95,-0.21,-1.46,-1.66,0.22,bad
-0.23,0.99,-0.23,-4.32,0.28,-1.76,bad
-0.26,0.96,-0.15,-15.01,-7.15,-3.67,bad
-0.27,0.95,-0.04,-12.25,-5.56,-3.83,bad
-0.26,0.93,-0.03,0.4,1.37,-0.47,bad
-0.25,0.94,-0.08,16.42,5.65,2.35,bad
-0.25,1.01,-0.19,11.92,4.92,1.42,bad
-0.24,0.98,-0.18,-0.37,0.84,0.73,bad
-0.23,0.96,-0.18,3.82,1.4,0.18,bad
-0.23,0.98,-0.24,17.07,5.56,2.27,bad
-0.2,0.98,-0.3,9.73,2.43,1.11,bad
-0.22,1.0,-0.31,-3.49,4.08,-1.27,bad
-0.26,0.96,-0.28,9.75,5.76,3.32,bad
-0.24,0.99,-0.32,-4.02,1.95,-1.66,bad
-0.26,0.99,-0.29,-7.85,-0.85,-2.73,bad
-0.24,0.98,-0.21,-11.93,-1.89,-2.75,bad
-0.25,0.98,-0.18,-2.52,-0.11,-0.44,bad
-0.25,1.02,-0.2,-9.32,-5.4,-3.81,bad
-0.23,0.99,-0.12,-19.37,-6.34,-3.09,bad
-0.25,0.91,-0.02,-12.59,-5.77,-2.08,bad
-0.27,0.93,0.01,-0.62,-2.73,-1.06,bad
-0.27,0.96,0.02,0.17,-1.4,-0.53,bad
-0.27,0.92,-0.01,9.6,2.18,-0.2,bad
-0.28,0.94,-0.06,12.12,4.57,1.58,bad
-0.26,0.97,-0.12,3.16,1.28,0.98,bad
-0.26,0.95,-0.09,6.43,3.83,0.6,bad
-0.26,0.94,-0.15,18.37,5.76,0.78,bad
-0.25,0.94,-0.28,24.73,8.91,3.12,bad
-0.23,0.94,-0.32,6.28,0.92,1.83,bad
-0.22,0.94,-0.31,-1.6,0.93,0.75,bad
-0.25,0.98,-0.32,-0.24,0.15,-0.43,bad
-0.25,1.01,-0.34,-7.66,-1.13,-1.42,bad
-0.24,0.98,-0.26,-18.66,-4.44,-0.74,bad
-0.22,0.96,-0.16,-11.98,-5.38,-0.43,bad
-0.22,1.02,-0.18,-7.68,0.42,1.0,bad
-0.23,1.03,-0.17,-15.51,-3.61,-2.16,bad
-0.22,0.99,-0.07,-12.62,-3.31,-1.01,bad
-0.24,0.94,-0.03,-3.27,-2.12,-1.7,bad
-0.24,0.93,-0.04,8.38,3.44,-0.21,bad
-0.25,0.96,-0.11,15.63,5.19,2.07,bad
-0.2,1.0,-0.2,11.05,5.96,1.34,bad
-0.25,1.0,-0.15,3.64,1.88,-0.93,bad
-0.25,0.93,-0.18,14.89,4.64,1.9,bad
-0.25,1.0,-0.31,13.48,5.44,2.25,bad
-0.2,1.01,-0.36,10.2,10.08,2.32,bad
-0.2,0.94,-0.34,1.57,4.27,1.86,bad
-0.17,0.93,-0.45,20.99,1.65,3.15,bad
-0.15,0.94,-0.55,19.24,4.69,5.37,bad
-0.15,0.92,-0.55,6.05,2.31,2.47,bad
-0.15,0.98,-0.67,-17.66,-1.95,6.82,bad
-0.13,0.97,-0.46,14.47,6.54,-0.5,bad
-0.14,0.89,-0.59,10.28,8.34,1.63,bad
-0.11,0.93,-0.6,-3.4,2.48,-1.58,bad
-0.09,0.83,-0.49,-9.21,-3.7,0.09,bad
-0.03,0.78,-0.5,12.91,5.15,-0.67,bad
-0.09,0.89,-0.65,5.52,1.5,0.88,bad
-0.08,0.88,-0.62,0.85,-1.14,1.62,bad
-0.05,0.88,-0.61,2.38,2.73,1.3,bad
-0.0,0.92,-0.61,2.38,7.6,1.46,bad
-0.02,0.88,-0.68,9.57,3.84,3.41,bad
0.01,0.88,-0.68,6.16,-2.36,1.77,bad
-0.03,0.89,-0.66,-6.09,-3.45,-2.62,bad
-0.07,0.92,-0.63,-25.98,-10.28,-9.87,bad
-0.13,0.92,-0.51,-13.64,-1.23,-5.54,bad
-0.13,0.94,-0.46,-23.64,-17.27,-11.91,bad
-0.16,0.98,-0.41,-12.15,-9.37,-3.52,bad
-0.18,0.97,-0.4,-16.4,-11.64,-5.92,bad
-0.23,0.96,-0.3,-22.54,-13.73,-4.92,bad
-0.24,0.98,-0.18,-21.32,-8.78,-6.03,bad
-0.25,0.96,-0.12,-11.89,-5.85,-3.76,bad
-0.27,0.94,-0.09,0.14,0.14,-1.32,bad
-0.26,0.95,-0.11,4.89,-1.16,-0.15,bad
-0.27,0.97,-0.13,1.49,-2.46,0.93,bad
-0.26,0.98,-0.11,-14.0,-4.11,-0.31,bad
-0.25,0.94,-0.01,-6.24,-9.03,2.43,bad
-0.22,0.96,-0.04,8.12,4.69,4.0,bad
-0.22,0.99,-0.07,17.4,9.15,2.92,bad
-0.22,0.99,-0.15,2.36,4.16,-0.31,bad
-0.23,1.0,-0.14,-5.58,-3.1,-0.95,bad
-0.25,0.97,-0.06,-10.11,-5.85,-3.87,bad
-0.25,0.95,-0.04,-6.31,-5.49,-2.12,bad
-0.26,0.94,-0.02,-0.65,-3.4,-2.37,bad
-0.26,0.97,-0.0,-2.81,-0.65,0.09,bad
-0.26,0.93,0.03,0.32,-3.75,-1.53,bad
-0.25,0.93,0.03,8.71,5.9,0.2,bad
-0.27,0.98,-0.04,8.79,-0.83,2.02,bad
-0.25,1.02,-0.13,1.17,-0.26,3.35,bad
-0.22,0.95,-0.08,3.44,4.29,2.23,bad
-0.21,0.93,-0.1,17.02,5.85,2.87,bad
-0.22,0.99,-0.23,11.3,2.63,0.48,bad
-0.23,0.99,-0.27,-1.89,-0.76,2.18,bad
-0.22,1.0,-0.25,-15.82,-3.72,-0.95,bad
-0.22,0.99,-0.15,-15.27,-2.21,-4.15,bad
-0.23,0.95,-0.09,-2.4,-2.43,-2.76,bad
-0.24,0.98,-0.12,6.88,0.28,-0.63,bad
-0.25,1.02,-0.16,-1.08,0.82,-3.03,bad
-0.25,0.94,-0.06,-10.32,-0.82,-2.06,bad
-0.26,0.93,-0.04,-3.03,-3.42,-3.33,bad
-0.26,0.96,-0.08,4.15,-0.74,0.84,bad
-0.26,0.95,-0.07,-7.36,-4.26,-2.55,bad
-0.28,0.94,-0.0,-12.46,-5.44,-2.92,bad
-0.27,0.96,0.04,-6.27,-3.24,-1.87,bad
-0.27,0.94,0.04,1.53,-2.02,0.26,bad
-0.29,0.94,-0.02,14.88,1.57,1.85,bad
-0.25,0.98,-0.05,13.35,2.82,3.38,bad
-0.24,0.96,-0.06,1.18,3.19,3.54,bad
-0.26,0.94,-0.07,14.55,7.21,3.0,bad
-0.25,0.96,-0.21,18.79,5.6,4.14,bad
-0.21,0.97,-0.24,8.99,2.31,0.12,bad
-0.23,0.94,-0.22,8.63,5.02,2.97,bad
-0.21,0.94,-0.31,20.19,2.77,3.36,bad
-0.17,0.95,-0.45,18.53,7.7,3.85,bad
-0.18,0.98,-0.43,2.34,1.66,0.89,bad
-0.17,0.96,-0.42,-11.37,-5.71,-1.95,bad
-0.21,0.97,-0.29,-14.01,-5.05,-3.82,bad
-0.21,1.01,-0.27,-7.53,-2.93,-0.86,bad
-0.22,0.98,-0.22,-17.68,2.0,-2.01,bad
-0.24,1.04,-0.23,-9.92,-6.52,-6.98,bad
-0.25,0.95,-0.15,-7.79,-6.87,-3.43,bad
-0.24,0.95,-0.13,-6.56,-3.34,-2.24,bad
-0.28,0.97,-0.07,-9.31,-2.6,-0.9,bad
-0.26,0.94,-0.03,-5.11,-0.71,0.82,bad
-0.28,0.98,-0.05,-1.27,0.97,0.27,bad
-0.24,0.94,-0.02,-9.16,-1.5,-2.5,bad
-0.25,0.93,0.02,-2.03,-2.72,-1.76,bad
-0.27,0.91,0.0,4.53,0.7,-0.56,bad
-0.27,0.94,-0.01,16.05,4.46,0.63,bad
-0.29,0.99,-0.08,10.53,2.69,1.44,bad
-0.26,0.98,-0.11,0.63,1.88,1.49,bad
-0.24,0.96,-0.12,9.37,5.02,2.14,bad
-0.25,0.98,-0.22,22.57,2.37,4.24,bad
-0.21,0.95,-0.29,6.82,1.09,2.21,bad
-0.23,0.96,-0.28,2.95,1.26,1.38,bad
-0.21,0.92,-0.29,19.92,7.98,5.7,bad
-0.22,0.97,-0.4,10.82,-7.02,0.19,bad
-0.23,0.96,-0.4,0.48,0.36,-2.55,bad
-0.22,1.0,-0.41,-13.89,-5.07,-3.79,bad
-0.21,0.95,-0.31,-12.4,-2.93,-1.18,bad
-0.21,0.95,-0.24,-3.08,0.13,-1.76,bad
-0.2,0.99,-0.26,-16.98,-9.93,-4.66,bad
-0.25,0.98,-0.2,-9.73,-3.09,-2.82,bad
-0.29,0.93,-0.12,-19.1,-14.18,-2.16,bad
-0.26,0.94,-0.06,-5.2,-4.05,-2.24,bad
-0.28,0.95,-0.08,-9.09,-3.04,-1.69,bad
-0.26,0.98,-0.02,-16.19,-9.57,0.07,bad
-0.24,0.93,0.02,-4.55,0.63,-1.82,bad
-0.27,0.92,0.03,3.02,0.75,0.05,bad
-0.26,0.93,0.01,12.72,1.2,-1.99,bad
-0.27,0.95,-0.07,9.56,4.08,1.98,bad
-0.27,0.94,-0.05,12.96,5.63,3.62,bad
-0.26,0.97,-0.17,29.85,12.79,4.44,bad
-0.25,1.01,-0.31,21.69,10.63,5.44,bad
-0.24,0.99,-0.32,4.16,1.5,-0.04,bad
-0.23,0.98,-0.31,-9.11,-2.88,-2.94,bad
-0.24,0.93,-0.23,-11.41,-3.31,-1.2,bad
-0.23,0.93,-0.25,1.47,-0.98,0.11,bad
-0.23,0.97,-0.25,-13.19,-11.83,-0.53,bad
-0.24,0.96,-0.19,-22.92,-8.02,-2.97,bad
-0.25,0.95,-0.06,-9.03,-1.24,-1.44,bad
-0.27,0.96,-0.06,0.24,-1.56,-1.57,bad
-0.27,1.0,-0.09,-3.89,-0.29,-3.55,bad
-0.26,0.97,-0.01,-10.01,-3.11,-1.6,bad
-0.28,0.92,0.02,2.72,-0.17,-1.19,bad
-0.22,0.89,0.01,25.19,6.61,2.69,bad
-0.24,1.0,-0.17,16.92,4.11,4.73,bad
-0.23,0.95,-0.21,21.69,10.84,0.92,bad
-0.25,0.98,-0.35,20.16,4.53,4.53,bad
-0.25,0.98,-0.34,2.26,2.61,0.18,bad
-0.26,0.98,-0.33,-8.69,-0.16,-1.5,bad
-0.21,0.94,-0.32,4.15,3.52,0.44,bad
-0.15,0.93,-0.36,17.63,17.51,1.41,bad
-0.21,0.91,-0.47,18.21,17.9,3.44,bad
-0.19,0.92,-0.57,19.92,4.6,6.63,bad
-0.12,0.92,-0.64,12.8,10.5,3.96,bad
-0.13,0.89,-0.65,5.61,1.69,3.15,bad
-0.12,0.89,-0.66,-3.08,6.47,-0.23,bad
-0.1,0.88,-0.66,4.22,3.95,-0.4,bad
-0.06,0.88,-0.67,3.18,4.14,-0.66,bad
-0.09,0.87,-0.66,13.95,15.27,4.1,bad
-0.02,0.85,-0.74,9.23,-2.0,4.7,bad
0.01,0.88,-0.73,3.99,2.93,3.08,bad
-0.08,0.8,-0.66,-5.46,-2.72,5.58,bad
-0.02,0.85,-0.7,7.15,6.47,2.35,bad
-0.02,0.83,-0.76,-1.3,-2.46,-1.38,bad
-0.0,0.91,-0.74,-22.48,-4.16,-8.02,bad
-0.05,0.81,-0.56,-15.1,-10.95,-3.15,bad
-0.11,0.94,-0.6,-19.42,-7.53,-7.58,bad
-0.11,0.92,-0.49,2.67,2.7,0.65,bad
-0.13,0.96,-0.52,-6.56,-1.87,-2.5,bad
-0.1,0.95,-0.46,-33.66,-19.44,-8.56,bad
-0.14,0.97,-0.33,-16.34,-14.28,-7.16,bad
-0.19,1.0,-0.31,-3.97,-1.94,-3.52,bad
-0.21,1.0,-0.33,1.08,-1.82,-1.14,bad
-0.21,1.0,-0.26,-16.69,-7.69,-3.43,bad
-0.24,0.99,-0.18,-18.89,-6.27,-3.37,bad
-0.27,0.98,-0.1,-9.66,-5.01,-2.44,bad
-0.23,0.96,-0.12,-0.33,-1.89,-0.87,bad
-0.26,0.97,-0.17,-3.92,-3.02,-0.64,bad
-0.29,0.95,-0.07,-17.29,-9.5,-2.49,bad
-0.27,0.95,0.01,-5.11,-3.6,-2.2,bad
-0.28,0.97,0.01,0.02,-2.2,-1.89,bad
-0.28,0.98,-0.01,-6.08,-1.61,-2.65,bad
-0.28,0.92,0.01,-7.71,-8.68,-1.44,bad
-0.26,0.94,0.05,0.53,0.47,-0.22,bad
-0.26,0.95,0.03,8.24,5.24,2.22,bad
-0.27,0.97,-0.01,2.57,-2.38,1.19,bad
-0.28,0.95,-0.02,2.65,-0.37,0.47,bad
-0.25,0.93,-0.03,13.27,6.81,2.01,bad
-0.3,1.02,-0.13,21.54,6.2,4.66,bad
-0.25,1.04,-0.19,-0.65,0.6,0.06,bad
-0.26,1.02,-0.16,-11.15,-4.2,-1.76,bad
-0.24,0.96,-0.08,-14.85,-8.98,-3.22,bad
-0.25,0.96,-0.04,2.11,2.2,1.6,bad
-0.25,1.0,-0.14,5.75,4.8,0.87,bad
-0.24,0.96,-0.09,-8.59,-2.15,-0.32,bad
-0.22,0.93,-0.01,-8.02,-6.55,-1.64,bad
-0.28,0.92,0.02,4.74,-2.01,-2.87,bad
-0.27,0.93,-0.06,10.26,0.85,0.4,bad
-0.26,0.97,-0.1,-1.4,-2.22,-0.48,bad
-0.27,0.97,-0.04,4.15,2.82,0.79,bad
-0.25,0.96,-0.14,23.23,2.89,2.22,bad
-0.22,1.01,-0.19,19.37,6.68,1.37,bad
-0.22,0.95,-0.25,7.82,0.91,1.13,bad
-0.22,0.99,-0.24,-4.42,-1.89,-1.91,bad
-0.23,0.98,-0.16,-19.24,-8.57,-2.96,bad
-0.26,0.96,-0.1,-0.29,-3.79,-1.88,bad
-0.26,0.99,-0.07,2.79,2.18,-2.41,bad
-0.27,0.94,-0.1,-15.39,-4.92,-2.98,bad
-0.28,0.9,0.03,-8.44,-1.86,-1.89,bad
-0.27,0.97,-0.01,-0.32,1.06,-0.5,bad
-0.25,0.9,0.01,-8.37,-1.95,-2.02,bad
-0.28,0.95,0.08,-1.05,1.05,-2.56,bad
-0.29,0.95,0.04,4.73,2.25,-0.49,bad
-0.28,0.91,0.02,13.32,3.74,2.03,bad
-0.31,0.95,-0.08,11.5,2.08,3.41,bad
-0.26,0.95,-0.04,4.96,-2.44,1.98,bad
-0.26,0.92,-0.06,13.73,8.32,3.01,bad
-0.26,0.98,-0.19,19.38,6.7,5.63,bad
-0.25,1.02,-0.25,1.76,2.92,1.98,bad
-0.19,0.97,-0.2,13.79,8.87,3.15,bad
-0.18,0.97,-0.33,10.91,2.68,1.7,bad
-0.18,0.98,-0.37,1.81,0.63,-1.21,bad
-0.19,1.0,-0.37,-7.91,-4.25,-2.6,bad
-0.25,0.96,-0.21,-22.84,-6.53,-4.82,bad
-0.25,0.97,-0.15,-11.5,-7.47,-1.83,bad
-0.2,0.89,-0.08,-29.7,-22.36,-18.65,bad
-0.3,0.91,-0.09,-10.42,0.05,-0.29,bad
-0.31,0.96,-0.09,-2.11,-2.87,-1.54,bad
-0.24,0.96,-0.12,-1.24,-1.53,3.08,bad
-0.29,0.99,-0.03,-9.34,-3.85,0.33,bad
-0.28,0.96,0.02,-4.37,-0.99,-1.97,bad
-0.27,0.94,-0.01,-0.74,-0.69,-1.85,bad
-0.28,0.97,-0.03,-6.03,-3.24,-4.38,bad
-0.3,0.92,0.08,-2.65,-5.5,-1.79,bad
-0.29,0.89,0.07,-2.66,0.22,0.84,bad
-0.3,0.91,0.06,6.09,1.07,2.22,bad
-0.3,1.07,0.02,13.02,6.46,2.82,bad
-0.24,0.98,-0.01,-2.2,1.36,1.88,bad
-0.27,0.92,0.02,5.39,2.78,1.99,bad
-0.26,0.95,-0.06,5.5,11.53,7.0,bad
-0.26,0.98,-0.15,4.9,-5.05,5.53,bad
-0.23,0.98,-0.09,10.16,0.75,2.09,bad
-0.24,1.01,-0.17,12.3,1.73,-0.49,bad
-0.21,1.0,-0.27,13.5,6.64,4.32,bad
-0.2,0.99,-0.25,1.53,3.63,0.98,bad
-0.22,1.0,-0.26,-13.27,-1.69,-2.98,bad
-0.2,0.93,-0.15,-17.15,-7.88,-3.75,bad
-0.25,0.94,-0.12,-8.3,-7.89,-2.21,bad
-0.26,0.97,-0.15,-10.07,-5.28,-3.61,bad
-0.24,1.0,-0.1,-19.8,-8.34,-5.63,bad
-0.27,0.94,0.02,-14.56,-7.37,-2.43,bad
-0.28,0.96,0.04,4.52,-1.74,-0.66,bad
-0.27,0.99,-0.02,-1.36,-1.01,-1.47,bad
-0.27,0.97,0.0,-11.81,-2.06,-2.38,bad
-0.28,0.92,0.08,-6.33,-1.52,-1.94,bad
-0.26,0.91,0.08,5.01,2.21,0.56,bad
-0.29,0.96,-0.0,21.56,5.94,2.05,bad
-0.24,0.96,-0.08,6.27,-0.77,1.18,bad
-0.25,0.94,-0.05,8.02,8.22,2.63,bad
-0.25,0.96,-0.16,20.92,4.31,1.76,bad
-0.22,0.95,-0.22,15.77,3.37,5.49,bad
-0.23,1.01,-0.29,0.58,2.46,1.73,bad
-0.23,0.99,-0.23,-12.7,-3.16,-2.17,bad
-0.23,0.95,-0.14,-7.69,-5.15,-1.78,bad
-0.23,0.97,-0.17,-2.27,-1.91,-1.8,bad
-0.25,1.0,-0.14,-12.0,-4.65,-4.21,bad
-0.26,0.95,0.01,-14.9,-7.08,-3.15,bad
-0.27,0.96,0.0,5.18,-1.37,-1.51,bad
-0.26,0.94,-0.05,-6.92,-2.21,-1.3,bad
-0.27,0.89,0.04,-7.59,-4.24,-1.97,bad
-0.3,1.03,0.04,-3.92,1.5,-2.0,bad
-0.28,0.93,0.05,5.6,1.36,0.59,bad
-0.27,0.92,0.05,12.85,5.9,2.95,bad
-0.26,0.95,-0.09,13.98,5.21,2.59,bad
-0.28,0.99,-0.11,-5.13,1.85,-4.59,bad
-0.27,0.93,-0.1,9.21,5.5,1.75,bad
-0.32,0.99,-0.17,25.13,11.03,-0.02,bad
-0.28,0.99,-0.23,12.51,8.37,2.89,bad
-0.24,0.94,-0.25,9.56,1.4,3.64,bad
-0.21,0.94,-0.26,13.74,7.55,3.06,bad
-0.26,0.96,-0.36,6.12,6.62,2.83,bad
-0.24,1.01,-0.37,-3.15,5.47,1.17,bad
-0.21,0.97,-0.31,-16.07,-3.67,-1.79,bad
-0.22,0.94,-0.21,-14.54,-10.63,-2.56,bad
-0.24,0.96,-0.21,-5.7,-9.46,-1.36,bad
-0.3,0.99,-0.17,-16.56,-9.77,-4.39,bad
-0.28,0.99,-0.05,-8.1,-4.3,-2.95,bad
-0.27,0.94,-0.02,-3.96,-1.76,-2.4,bad
-0.28,0.96,-0.02,-16.19,-7.27,-0.47,bad
-0.26,0.96,0.0,-15.81,-4.58,0.75,bad
-0.25,0.97,0.05,-1.75,0.92,-0.52,bad
-0.25,0.93,0.06,9.31,5.98,0.31,bad
-0.25,1.0,-0.08,20.3,1.82,1.53,bad
-0.28,0.98,-0.09,9.55,4.33,0.71,bad
-0.26,0.96,-0.11,17.63,7.09,3.5,bad
-0.26,1.03,-0.31,21.47,2.39,5.13,bad
-0.23,1.0,-0.31,-1.59,1.66,2.53,bad
-0.24,0.97,-0.28,-10.08,-4.82,-0.91,bad
-0.26,0.96,-0.16,-15.04,-3.64,-2.77,bad
-0.23,0.95,-0.1,-4.91,-4.47,-1.46,bad
-0.25,0.96,-0.16,-1.13,-2.21,-1.79,bad
-0.27,0.96,-0.07,-22.15,-7.69,-4.53,bad
-0.25,0.87,0.03,-8.05,-2.89,-2.29,bad
-0.28,0.96,-0.01,7.5,6.37,1.6,bad
-0.27,0.94,-0.05,-1.29,3.82,1.3,bad
-0.27,0.94,0.0,-5.08,-1.91,-0.18,bad
